Age,Gender,City_Size,Marital_Status,Children,Country_of_Origin,Occupation,Education,Income,Hobbies,Personality_Type,Event_Preference
27,Male,Small,Married,Yes,Nigeria,Designer,Bachelor,6795,"Sports, Gaming, Reading",Introvert,Educational
41,Female,Large,Divorced,Yes,France,Artist,Bachelor,1907,"Cooking, Dancing, Sports",Extrovert,Entertainment
34,Female,Small,Divorced,No,Brazil,Chef,Bachelor,3475,"Gaming, Gardening",Ambivert,Educational
26,Female,Small,Single,Yes,Poland,Engineer,PhD,3940,"Sports, Photography, Art, Traveling",Ambivert,Educational
22,Female,Large,Married,Yes,United States,Artist,Secondary,3198,"Music, Sports, Photography, Gaming",Ambivert,Entertainment
42,Female,Medium,Single,No,United States,Teacher,Secondary,3332,"Cooking, Gaming, Reading",Extrovert,Educational
63,Female,Medium,Single,Yes,Spain,Doctor,Secondary,1946,"Traveling, Reading, Dancing, Art",Introvert,Educational
27,Male,Large,Single,No,Canada,Sales,Master,3328,"Sports, Cooking",Introvert,Educational
37,Female,Small,Divorced,No,Japan,Unemployed,Master,3814,"Reading, Music",Ambivert,Educational
28,Male,Medium,Single,Yes,Poland,Doctor,Master,3593,"Music, Sports, Reading, Art",Ambivert,Educational
56,Male,Medium,Married,No,Nigeria,Unemployed,Master,3884,"Art, Traveling, Gaming, Reading",Introvert,Educational
37,Male,Small,Single,No,Japan,Unemployed,Bachelor,4895,"Gardening, Reading, Cooking, Dancing",Ambivert,Educational
64,Female,Medium,Single,Yes,Japan,Unemployed,Secondary,4324,"Music, Gardening",Ambivert,Entertainment
29,Male,Medium,Married,No,Canada,Engineer,Bachelor,3286,"Gaming, Cooking",Ambivert,Educational
21,Male,Large,Single,No,United States,Student,Bachelor,1794,"Dancing, Sports, Gardening",Introvert,Entertainment
45,Male,Large,Single,No,France,Manager,Bachelor,2480,"Gardening, Dancing, Art, Music",Ambivert,Entertainment
49,Male,Large,Married,No,Japan,Developer,Secondary,2936,"Dancing, Gardening, Cooking, Photography",Ambivert,Entertainment
65,Male,Medium,Married,No,Nigeria,Artist,Secondary,3503,"Sports, Music, Gaming, Cooking",Ambivert,Entertainment
59,Female,Small,Married,No,Nigeria,Sales,Bachelor,2626,"Music, Gaming",Introvert,Entertainment
60,Male,Large,Married,Yes,India,Developer,Secondary,2077,"Photography, Gardening",Extrovert,Entertainment
48,Female,Medium,Single,No,India,Chef,PhD,1774,"Dancing, Cooking",Ambivert,Entertainment
35,Male,Medium,Single,No,Spain,Artist,Primary,1219,"Sports, Reading",Introvert,Educational
38,Male,Large,Single,No,United States,Doctor,Master,2918,"Gardening, Dancing, Art, Photography",Ambivert,Entertainment
24,Female,Small,Divorced,No,France,Developer,Secondary,1436,"Photography, Sports",Introvert,Educational
38,Male,Small,Single,Yes,France,Chef,Master,1999,"Gardening, Cooking, Reading",Ambivert,Educational
35,Female,Medium,Single,No,Nigeria,Engineer,Bachelor,2727,"Sports, Dancing, Gaming, Traveling",Ambivert,Educational
19,Female,Medium,Divorced,No,France,Chef,Secondary,1597,"Gardening, Art, Sports",Introvert,Entertainment
27,Female,Small,Divorced,No,Nigeria,Chef,Secondary,3656,"Photography, Gardening, Reading, Music",Extrovert,Entertainment
43,Male,Medium,Single,No,Canada,Developer,Secondary,4088,"Traveling, Gardening, Sports, Photography",Ambivert,Educational
35,Female,Large,Married,No,United States,Student,Master,2541,"Art, Cooking, Photography, Sports",Introvert,Educational
65,Male,Medium,Single,No,Poland,Manager,Secondary,2676,"Art, Music, Traveling",Introvert,Entertainment
40,Female,Small,Married,No,Japan,Doctor,Secondary,3845,"Photography, Cooking",Introvert,Educational
64,Male,Medium,Married,No,Nigeria,Designer,Bachelor,2343,"Traveling, Cooking, Art, Photography",Extrovert,Entertainment
49,Female,Large,Divorced,No,United States,Developer,Bachelor,2261,"Gaming, Music, Reading, Traveling",Ambivert,Educational
19,Female,Large,Single,Yes,Poland,Student,Bachelor,4636,"Photography, Traveling, Sports",Extrovert,Entertainment
27,Male,Small,Married,No,Brazil,Teacher,Secondary,4261,"Reading, Photography, Dancing, Art",Introvert,Educational
51,Male,Large,Single,No,Canada,Doctor,Bachelor,3922,"Gaming, Gardening",Ambivert,Educational
44,Male,Large,Married,No,Brazil,Designer,Secondary,4311,"Photography, Dancing",Ambivert,Entertainment
32,Male,Medium,Married,No,United States,Artist,Bachelor,827,"Dancing, Art",Ambivert,Entertainment
43,Male,Medium,Married,No,United States,Teacher,Secondary,4825,"Dancing, Gaming, Reading, Art",Introvert,Educational
61,Female,Small,Divorced,No,India,Designer,PhD,3670,"Gardening, Traveling, Cooking, Music",Introvert,Entertainment
36,Female,Medium,Married,No,France,Teacher,Bachelor,4413,"Dancing, Photography",Extrovert,Entertainment
20,Male,Small,Married,No,India,Unemployed,Bachelor,3665,"Reading, Traveling, Music",Ambivert,Entertainment
32,Male,Small,Single,No,Canada,Artist,Master,3259,"Traveling, Sports, Art, Cooking",Introvert,Educational
62,Male,Large,Widowed,Yes,India,Designer,PhD,2870,"Sports, Music, Gaming, Reading",Extrovert,Educational
54,Female,Small,Married,Yes,Canada,Developer,Master,3641,"Gaming, Music, Sports, Cooking",Ambivert,Educational
58,Female,Large,Single,No,India,Developer,Bachelor,2826,"Gaming, Cooking, Traveling, Music",Extrovert,Entertainment
61,Male,Medium,Married,Yes,Nigeria,Artist,Master,4241,"Sports, Cooking, Traveling",Extrovert,Educational
23,Male,Large,Single,No,Spain,Engineer,Secondary,1296,"Reading, Art",Introvert,Educational
31,Female,Small,Married,No,France,Designer,Master,2550,"Reading, Music, Art",Extrovert,Educational
20,Male,Medium,Single,No,Germany,Manager,Bachelor,5654,"Art, Traveling, Reading, Photography",Introvert,Educational
18,Female,Medium,Single,Yes,Nigeria,Student,Bachelor,2449,"Dancing, Cooking",Introvert,Entertainment
58,Male,Large,Divorced,No,Germany,Unemployed,Master,2914,"Traveling, Reading, Dancing",Ambivert,Educational
62,Female,Small,Divorced,Yes,Canada,Engineer,Bachelor,2141,"Gardening, Dancing",Ambivert,Educational
25,Male,Small,Married,Yes,Japan,Artist,Bachelor,3603,"Gardening, Cooking",Introvert,Entertainment
52,Male,Large,Divorced,No,Poland,Manager,Master,2316,"Gardening, Reading, Gaming, Traveling",Introvert,Educational
43,Female,Small,Single,No,Japan,Manager,Bachelor,2977,"Traveling, Gardening",Introvert,Educational
21,Male,Medium,Single,No,France,Designer,Secondary,4219,"Gaming, Traveling, Art, Gardening",Ambivert,Educational
61,Female,Small,Divorced,Yes,Germany,Artist,Secondary,2361,"Traveling, Music, Photography",Ambivert,Entertainment
59,Female,Small,Married,No,Canada,Doctor,Bachelor,4146,"Music, Sports, Cooking, Gaming",Introvert,Educational
45,Female,Medium,Married,No,India,Artist,Secondary,4187,"Reading, Gaming, Gardening",Extrovert,Educational
51,Male,Medium,Single,No,India,Chef,Bachelor,4466,"Cooking, Sports, Traveling",Extrovert,Educational
37,Male,Medium,Single,Yes,France,Manager,Master,3369,"Gaming, Music",Extrovert,Entertainment
56,Female,Medium,Single,Yes,Japan,Artist,Secondary,7090,"Cooking, Reading",Introvert,Educational
39,Female,Medium,Divorced,No,France,Chef,Master,4465,"Cooking, Art",Introvert,Educational
65,Female,Large,Single,No,Japan,Engineer,Bachelor,3590,"Art, Reading, Dancing, Traveling",Ambivert,Educational
21,Male,Small,Married,No,France,Sales,PhD,2149,"Gardening, Dancing",Ambivert,Entertainment
26,Female,Medium,Single,No,Japan,Doctor,Secondary,3084,"Photography, Gardening, Sports, Gaming",Ambivert,Educational
64,Female,Medium,Married,No,India,Developer,Bachelor,4912,"Reading, Gaming",Introvert,Educational
31,Female,Large,Single,Yes,France,Unemployed,Bachelor,5251,"Art, Gaming, Music, Photography",Extrovert,Entertainment
32,Female,Medium,Married,No,Spain,Manager,Master,4974,"Reading, Traveling",Ambivert,Educational
55,Male,Medium,Married,No,Spain,Student,Master,4142,"Music, Cooking, Sports, Gardening",Ambivert,Educational
27,Male,Medium,Single,No,Canada,Unemployed,Master,1693,"Music, Reading, Photography",Ambivert,Educational
42,Female,Medium,Single,No,Canada,Chef,Secondary,3785,"Sports, Gardening",Introvert,Educational
31,Male,Large,Single,No,Japan,Doctor,Bachelor,1710,"Reading, Art, Gaming",Introvert,Educational
27,Male,Medium,Married,Yes,Poland,Engineer,Bachelor,1415,"Dancing, Art, Music",Extrovert,Entertainment
64,Female,Medium,Married,No,Brazil,Doctor,Secondary,3487,"Art, Gaming, Reading, Gardening",Ambivert,Educational
27,Female,Small,Single,No,United States,Artist,PhD,3828,"Art, Dancing, Reading",Introvert,Educational
22,Female,Medium,Married,No,Germany,Manager,Bachelor,4284,"Dancing, Gaming, Sports, Reading",Introvert,Entertainment
50,Male,Small,Single,No,France,Teacher,Master,3797,"Traveling, Sports, Art",Introvert,Educational
59,Female,Large,Divorced,Yes,India,Student,Master,3838,"Art, Cooking",Extrovert,Educational
24,Female,Medium,Divorced,Yes,Canada,Chef,Secondary,2018,"Gardening, Cooking, Reading, Sports",Extrovert,Educational
51,Female,Small,Married,Yes,Nigeria,Designer,Bachelor,3074,"Gardening, Traveling",Ambivert,Educational
43,Male,Small,Single,Yes,Germany,Designer,Bachelor,1391,"Photography, Music, Gaming",Extrovert,Entertainment
57,Female,Medium,Single,Yes,Brazil,Developer,Master,796,"Dancing, Traveling, Gaming",Ambivert,Educational
24,Male,Large,Widowed,No,Brazil,Unemployed,Bachelor,4089,"Photography, Dancing, Gaming",Extrovert,Entertainment
64,Male,Medium,Single,No,Germany,Manager,Secondary,2296,"Art, Reading",Ambivert,Educational
47,Female,Small,Married,Yes,United States,Doctor,Bachelor,4247,"Photography, Dancing, Gardening",Extrovert,Entertainment
58,Female,Medium,Divorced,No,France,Artist,Secondary,4530,"Gardening, Gaming, Cooking",Extrovert,Educational
35,Female,Large,Married,No,Spain,Teacher,Bachelor,2457,"Art, Cooking",Ambivert,Educational
63,Female,Large,Married,Yes,United States,Student,PhD,3908,"Photography, Gaming",Introvert,Educational
48,Female,Small,Married,No,France,Developer,Secondary,2407,"Traveling, Gaming, Gardening",Introvert,Educational
24,Female,Medium,Divorced,No,France,Manager,Secondary,985,"Photography, Gaming, Cooking, Sports",Introvert,Entertainment
62,Female,Large,Single,No,Japan,Engineer,Bachelor,3348,"Gardening, Reading, Music, Photography",Introvert,Educational
56,Female,Large,Divorced,No,India,Designer,Master,2635,"Reading, Gaming, Gardening",Ambivert,Educational
32,Female,Medium,Single,No,Spain,Designer,Secondary,2672,"Cooking, Music, Photography, Reading",Ambivert,Educational
44,Male,Medium,Married,No,France,Chef,Secondary,5570,"Music, Reading, Gaming, Art",Introvert,Educational
36,Male,Medium,Divorced,No,Spain,Doctor,Bachelor,1369,"Reading, Art, Music, Gardening",Extrovert,Educational
44,Female,Small,Married,No,Nigeria,Designer,Bachelor,3659,"Dancing, Photography",Introvert,Entertainment
64,Female,Small,Single,No,Canada,Artist,Secondary,2006,"Gardening, Reading, Sports, Art",Introvert,Educational
61,Female,Medium,Single,No,United States,Teacher,Master,4290,"Cooking, Dancing",Introvert,Educational
28,Female,Small,Married,No,Canada,Teacher,Master,3558,"Dancing, Music, Traveling, Gardening",Extrovert,Entertainment
64,Male,Medium,Married,No,Japan,Artist,Bachelor,3655,"Gardening, Photography, Reading",Ambivert,Educational
39,Female,Large,Single,Yes,Nigeria,Chef,Primary,2066,"Sports, Gaming, Music, Gardening",Introvert,Entertainment
51,Male,Large,Divorced,No,Canada,Engineer,Bachelor,2281,"Traveling, Reading, Gardening",Introvert,Educational
54,Male,Small,Divorced,Yes,Brazil,Student,Secondary,4313,"Sports, Music, Dancing",Ambivert,Entertainment
41,Male,Small,Divorced,Yes,United States,Student,Bachelor,5325,"Music, Traveling, Gaming",Extrovert,Entertainment
39,Female,Medium,Married,No,India,Student,Master,3776,"Traveling, Reading",Ambivert,Educational
39,Male,Medium,Widowed,No,Poland,Unemployed,Secondary,2123,"Traveling, Art, Gaming, Dancing",Ambivert,Entertainment
59,Female,Small,Divorced,No,Germany,Artist,Primary,3607,"Cooking, Art, Dancing, Reading",Ambivert,Educational
36,Male,Large,Single,No,Brazil,Manager,Secondary,6113,"Traveling, Art, Gardening",Introvert,Entertainment
31,Male,Small,Widowed,Yes,Germany,Doctor,Primary,3323,"Sports, Music, Art",Ambivert,Entertainment
35,Male,Small,Married,Yes,United States,Unemployed,Secondary,4954,"Sports, Reading, Dancing",Ambivert,Educational
27,Female,Medium,Divorced,Yes,Nigeria,Chef,Bachelor,2312,"Gardening, Music, Traveling",Ambivert,Entertainment
36,Male,Medium,Married,Yes,India,Doctor,Master,3149,"Traveling, Music, Sports, Cooking",Introvert,Educational
23,Female,Medium,Married,Yes,Nigeria,Student,Primary,3943,"Photography, Dancing, Gardening, Music",Introvert,Entertainment
22,Female,Medium,Single,Yes,Nigeria,Engineer,Secondary,3677,"Reading, Traveling",Ambivert,Educational
52,Female,Large,Single,No,France,Chef,Master,2280,"Gaming, Photography, Art",Ambivert,Educational
21,Male,Small,Single,No,India,Doctor,Bachelor,2229,"Gaming, Cooking, Traveling, Art",Ambivert,Educational
45,Male,Medium,Married,No,France,Chef,Master,4386,"Dancing, Sports, Gaming, Music",Extrovert,Entertainment
55,Male,Small,Divorced,No,Canada,Unemployed,Bachelor,4630,"Dancing, Gaming, Photography",Extrovert,Entertainment
52,Male,Medium,Single,No,Poland,Student,Secondary,5015,"Gaming, Traveling",Extrovert,Entertainment
39,Male,Medium,Single,No,Germany,Doctor,Secondary,5365,"Reading, Music",Ambivert,Educational
27,Female,Medium,Married,Yes,Canada,Doctor,Master,3362,"Music, Photography",Extrovert,Entertainment
62,Female,Small,Single,No,Germany,Engineer,Master,2827,"Cooking, Gardening",Ambivert,Educational
58,Female,Large,Single,Yes,Japan,Unemployed,Bachelor,4821,"Music, Reading, Cooking",Ambivert,Educational
47,Male,Medium,Single,No,Germany,Teacher,Bachelor,4056,"Music, Dancing, Cooking",Ambivert,Entertainment
22,Female,Large,Married,No,Germany,Manager,Bachelor,2021,"Art, Cooking, Music",Introvert,Entertainment
19,Female,Medium,Married,Yes,Japan,Manager,Primary,1960,"Traveling, Dancing, Photography",Ambivert,Entertainment
33,Female,Large,Divorced,No,India,Artist,Secondary,3790,"Sports, Traveling, Cooking, Music",Extrovert,Entertainment
25,Male,Medium,Single,Yes,Germany,Sales,PhD,2987,"Sports, Photography, Gardening",Extrovert,Entertainment
59,Female,Medium,Single,Yes,Canada,Artist,Primary,3168,"Dancing, Music",Ambivert,Entertainment
27,Female,Medium,Married,No,Spain,Teacher,Secondary,4487,"Traveling, Reading, Cooking, Gardening",Extrovert,Educational
31,Female,Large,Widowed,No,Poland,Manager,Bachelor,4111,"Cooking, Reading, Art, Sports",Introvert,Educational
64,Male,Medium,Single,No,Canada,Chef,Bachelor,4796,"Gaming, Dancing",Extrovert,Entertainment
57,Male,Medium,Divorced,No,Spain,Doctor,PhD,882,"Art, Gardening, Cooking",Ambivert,Educational
28,Male,Medium,Married,Yes,France,Student,Primary,3504,"Traveling, Cooking, Sports, Art",Ambivert,Entertainment
36,Female,Medium,Divorced,Yes,Poland,Manager,Master,4034,"Traveling, Gaming, Art, Sports",Ambivert,Educational
42,Female,Medium,Single,No,Germany,Artist,Secondary,1368,"Photography, Gaming, Gardening",Extrovert,Entertainment
49,Male,Large,Single,Yes,Spain,Manager,Secondary,2414,"Art, Reading, Gaming, Traveling",Introvert,Educational
62,Female,Medium,Single,Yes,France,Student,Bachelor,2191,"Photography, Music, Dancing",Ambivert,Entertainment
59,Female,Medium,Married,No,Germany,Chef,Master,3226,"Sports, Photography, Music, Cooking",Extrovert,Entertainment
64,Female,Medium,Divorced,No,Poland,Chef,Bachelor,5153,"Gaming, Cooking, Art, Sports",Introvert,Educational
19,Male,Large,Married,Yes,India,Teacher,Secondary,5627,"Reading, Traveling, Cooking, Sports",Ambivert,Educational
29,Male,Small,Single,Yes,Spain,Unemployed,Bachelor,2223,"Dancing, Photography, Reading",Ambivert,Entertainment
45,Female,Small,Single,No,United States,Designer,Secondary,3832,"Art, Dancing, Gardening",Extrovert,Entertainment
20,Male,Small,Married,No,France,Engineer,Master,3871,"Sports, Gaming, Music, Cooking",Extrovert,Entertainment
35,Female,Medium,Divorced,No,Japan,Manager,Master,3665,"Sports, Art, Gardening, Reading",Introvert,Educational
25,Male,Medium,Single,Yes,France,Unemployed,Bachelor,3679,"Reading, Photography, Dancing",Ambivert,Educational
62,Male,Medium,Married,Yes,United States,Sales,Bachelor,3564,"Gardening, Photography",Ambivert,Educational
21,Female,Small,Married,No,Nigeria,Developer,Bachelor,5225,"Photography, Art, Gaming, Gardening",Ambivert,Entertainment
25,Female,Large,Divorced,Yes,Poland,Manager,Bachelor,4523,"Music, Photography, Art",Introvert,Entertainment
27,Male,Medium,Married,No,United States,Engineer,Secondary,1928,"Dancing, Cooking, Sports, Gardening",Introvert,Entertainment
25,Female,Medium,Single,Yes,Brazil,Unemployed,Secondary,4155,"Gaming, Art, Photography",Ambivert,Entertainment
45,Male,Small,Married,Yes,India,Chef,Bachelor,4271,"Reading, Gaming",Introvert,Educational
35,Male,Small,Married,No,Brazil,Teacher,Master,3578,"Dancing, Gaming",Ambivert,Educational
61,Female,Small,Divorced,No,India,Teacher,Secondary,4558,"Art, Cooking, Photography",Introvert,Educational
30,Male,Medium,Married,No,India,Sales,Master,3426,"Gardening, Art, Reading",Extrovert,Educational
43,Female,Medium,Single,Yes,India,Chef,Master,3441,"Art, Dancing, Sports",Extrovert,Entertainment
49,Male,Small,Married,Yes,Japan,Engineer,Master,3345,"Art, Traveling",Ambivert,Educational
48,Female,Medium,Married,No,Canada,Developer,PhD,778,"Art, Reading, Gardening",Extrovert,Educational
56,Male,Small,Single,Yes,Spain,Unemployed,Primary,3104,"Dancing, Gardening",Extrovert,Entertainment
27,Female,Medium,Widowed,Yes,United States,Sales,Bachelor,2398,"Music, Cooking, Reading, Art",Extrovert,Entertainment
42,Male,Small,Single,No,Nigeria,Engineer,Master,1776,"Music, Art",Ambivert,Educational
56,Female,Small,Divorced,No,Poland,Engineer,Master,4921,"Art, Photography, Gardening",Ambivert,Educational
59,Male,Small,Single,No,Nigeria,Doctor,Secondary,3805,"Gaming, Cooking, Traveling, Reading",Extrovert,Educational
47,Female,Medium,Single,No,Spain,Unemployed,Bachelor,3164,"Reading, Sports, Music",Ambivert,Entertainment
49,Male,Large,Married,Yes,India,Sales,Master,2522,"Cooking, Sports, Photography",Ambivert,Educational
59,Female,Medium,Married,Yes,Poland,Doctor,Secondary,3555,"Dancing, Photography",Ambivert,Entertainment
47,Female,Small,Divorced,No,Japan,Unemployed,Secondary,4390,"Sports, Traveling, Gardening, Dancing",Introvert,Entertainment
63,Female,Large,Married,No,Nigeria,Unemployed,Secondary,2208,"Photography, Gardening",Extrovert,Entertainment
